gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,708.5978615369985,-0.3788231819914933,0.1731549279830756,-2.187770145522627,0.028686349575661588,0.13846897180493006
ENSG00000000419,520.296296925274,0.2037891718523015,0.10074223403856665,2.0228772351254976,0.04308580614875867,0.18299706746778777
ENSG00000000457,237.16210383446366,0.034062938271309934,0.1264756541050368,0.269324072781794,0.7876803089432183,0.9298055846154545
ENSG00000000460,57.93238032128937,-0.1171568877727674,0.3015826427934167,-0.3884735762230838,0.6976656047793816,0.8942316873550786
ENSG00000000971,5817.31081674539,0.4409784592638063,0.2587756265349694,1.7040958036448426,0.08836319047944198,0.29704420457811687
ENSG00000001036,1282.1006881784062,-0.2419098243952365,0.1197127577513676,-2.020752248458439,0.043305418205266365,0.1834971501525615
ENSG00000001084,609.8887112316089,-0.02960008468375485,0.23157547663409897,-0.12782046317678314,0.89829105562488,0.9703004793896074
ENSG00000001167,369.34056360802396,-0.48960201220259225,0.21092478386608532,-2.32121613794535,0.02027518163505091,0.10766074677320142
ENSG00000001460,183.23689272101714,-0.13336063255194017,0.1652621257503137,-0.8069642814193743,0.419687062119212,0.7164677156693509
ENSG00000001461,2813.8374225541556,-0.04271121850574718,0.2910998605545215,-0.1467235965842986,0.8833501927911389,0.9638498429963158
ENSG00000001497,539.8215747308816,-0.00245910158841076,0.09811224328937536,-0.02506416636665628,0.980003782294006,0.9947657186318188
ENSG00000001561,114.03707779974899,0.26961248056118464,0.8645516151314524,0.31185238202370474,0.7551527126050083,0.917915788339041
ENSG00000001617,598.6643070183644,-0.2475324925204029,0.1712350989596512,-1.445570995808108,0.1482975666590494,0.4085726645760614
ENSG00000001626,5.76493538185727,-1.0560349795619426,0.6388254423707728,-1.6530884800750036,0.09831285750772334,0.31794183604188453
ENSG00000001629,1779.8178631760597,-0.22622008800050608,0.13167603103391237,-1.7180050630645485,0.08579569177696038,0.29090916296680636
ENSG00000001630,54.727467682365976,0.012259574886494514,0.30079285266262634,0.04075753389075715,0.967489194252719,0.9912473522568498
ENSG00000001631,785.4496167377389,-0.03635409955138606,0.10801670831766283,-0.3365599648201968,0.7364486405708921,0.9111597498060319
ENSG00000002016,183.85963986049126,-0.30847557914294554,0.16097112238650257,-1.9163411087006945,0.05532169153990705,0.21798586244186677
ENSG00000002079,1.42772730704924,-2.0326705896532142,1.5644591091157491,-1.2992801012243163,0.193847820721382,NA
ENSG00000002330,178.05608359500937,0.08999758108032556,0.14515584599898151,0.6200065898893043,0.5352534483751048,0.7983660043073022
ENSG00000002549,1253.6302802742975,0.18014438823218784,0.16741241032507492,1.0760515775526465,0.281904189944778,0.5878457318347964
ENSG00000002586,8285.397930297931,0.08817124623417591,0.12241319500698675,0.7202756715004744,0.47135528076620714,0.7549973527088961
ENSG00000002745,6.899829542212149,-0.28245166776920794,0.9674892201154159,-0.2919429611169343,0.7703302353522078,0.9232933587013066
ENSG00000002746,108.44215151566,0.11256647908073462,0.29613141604119286,0.38012339449008764,0.7038538206119781,0.8970786532578671
ENSG00000002822,349.80618614665275,-0.15758438091241694,0.13378799172186512,-1.1778664055292996,0.2388498698845776,0.5394187336184076
ENSG00000002834,7168.801725546473,0.39860437644364644,0.10241141310656843,3.8921870556444933,9.934460079125205e-5,0.0015258706740123632
ENSG00000002919,250.50767686845572,0.39142870528880525,0.14701976136841494,2.66242239577528,0.00775804564470054,0.052197446308790814
ENSG00000002933,540.2778714586372,0.40249662411210563,1.4216258098146588,0.28312416764899634,0.777081656108314,0.9257580877009337
ENSG00000003056,1065.2665276851053,-0.07134567370552355,0.0917129126568159,-0.7779239764469665,0.43661383253979835,0.7300038633009118
ENSG00000003096,377.9752612268717,-0.9201685439172999,0.18704281480145774,-4.919561036835554,8.673851747651818e-7,2.4274920962463255e-5
ENSG00000003137,104.51519480861523,-1.1396403609422707,0.5437529600544633,-2.0958789094741155,0.0360929340691894,0.16252588648012348
ENSG00000003249,116.34902682588056,-0.32259277342863374,0.3230469114955033,-0.9985942039663305,0.31799130903000894,0.6262270718361854
ENSG00000003393,851.0908752878577,0.17318861976778008,0.15734320883615857,1.1007060364970778,0.27102461816773793,0.5756537881844169
ENSG00000003400,80.15671791159926,-0.3887104913175056,0.37067461469498697,-1.0486568972017671,0.2943360588882092,0.6010421960996198
ENSG00000003402,2546.609326389536,1.18344721892704,0.16353912893275732,7.236477451299377,4.604881836149565e-13,5.4708967104964026e-11
ENSG00000003436,4469.507666375307,-0.209182219245629,0.19160204475243328,-1.0917535849677953,0.2749414253620287,0.5795611662135712
ENSG00000003509,290.81403662645226,-0.052719347041209445,0.12410458674888647,-0.42479773247931524,0.6709841308107545,0.879550729497666
ENSG00000003756,2117.4540032691,-0.1859843338037088,0.09082199857850512,-2.0477894861887105,0.04058063098877901,0.17529728352295695
ENSG00000003987,25.504339392438727,0.9881146497972442,0.32720367459045396,3.0198763844385996,0.002528778724372965,0.022153882116711775
ENSG00000003989,38.4395982983182,0.674483550992986,0.670815551616156,1.0054679700969855,0.3146715650642403,0.6230124886272008
ENSG00000004059,1225.3504913953088,0.3692286222936047,0.1041901915532563,3.543794447338887,3.944126186005606e-4,0.00492414126883344
ENSG00000004139,84.88233112995616,-0.16365578427363145,0.1814556403241256,-0.9019051928135212,0.36710723264065453,0.6725977205330468
ENSG00000004142,1460.1152046865998,0.14710412657381758,0.12478057354927517,1.1789024716714174,0.23843701342101806,0.5388828672248462
ENSG00000004399,3634.4800033791744,-0.01288059712039375,0.2385789491057731,-0.053988824951539144,0.956944067653903,0.9880652153397201
ENSG00000004455,1224.8346353440384,0.051685282550389004,0.16772162477954053,0.3081611129055424,0.7579597408953709,0.9192435028704796
ENSG00000004468,1.317435995629786,-1.3311381984234523,1.4334416182010017,-0.9286309128474013,0.35308039580003175,NA
ENSG00000004478,466.43473039520177,-0.06988774218163081,0.12245689801722372,-0.5707129881062397,0.5681942131814803,0.8183976669278532
ENSG00000004487,1237.7939806633067,-0.2988779931349629,0.08302533411345354,-3.59984089587099,3.1841194833529484e-4,0.004091804625676521
ENSG00000004534,1285.2237321166444,-0.19193711180462308,0.13760175822697487,-1.3948739774678005,0.16305384559036804,0.4312274259007076
ENSG00000004660,78.11959259969477,-0.6648948156819842,0.3578912005354174,-1.85781269471638,0.06319561774634974,0.2379851330877363
ENSG00000004700,1035.3273726724778,0.3666944668192204,0.11668088608052228,3.142712393923389,0.0016739022283808723,0.01591373749903653
ENSG00000004766,478.92378134821746,-0.030421866284039693,0.09885264594393622,-0.3077496408269466,0.7582728436884351,0.9192435028704796
ENSG00000004776,2774.54856159919,-0.07671099919374746,0.29695276890960315,-0.2583272736449864,0.7961543390862189,0.9340105455898966
ENSG00000004777,97.18096927709598,-0.38441198636313556,0.2892780111702991,-1.3288669429382611,0.18389187164714485,0.462113724624435
ENSG00000004779,365.67534022934313,0.09614106160580985,0.13653769767423127,0.7041356580890592,0.4813482956581541,0.7631721177328026
ENSG00000004799,914.3705946790476,2.5440508759315317,0.9011756483197709,2.823035532168316,0.0047571299042220485,0.035968434950401425
ENSG00000004838,12.80737672012232,-0.4337284167670484,0.4566854259208963,-0.9497312420085322,0.3422488308536233,0.6510707254911886
ENSG00000004846,17.998944879963393,-1.8813023700279985,0.699834581480572,-2.6882100710826693,0.007183618814527394,0.04934216354700558
ENSG00000004864,150.44186837174573,0.006881345552536479,0.2367721944265573,0.02906314894450562,0.976814226256354,0.9940337078089498
ENSG00000004866,412.1263090096944,-0.5821687940264676,0.17822603331030668,-3.2664632838058076,0.0010889992862060567,0.01131711165659398
ENSG00000004897,1518.0806745167943,0.054320462794840124,0.0757086626970685,0.7174933602009518,0.4730697319207899,0.7559597547902627
ENSG00000004961,437.4312886574501,-0.15421452603605765,0.1479029749035992,-1.0426735914985634,0.2970994928446456,0.6048073359202022
ENSG00000004975,991.9805958768407,-0.3144125645560397,0.17723239498682034,-1.7740129538926594,0.07606100763480587,0.2688929651746881
ENSG00000005007,2261.9631026521774,0.2415378138340035,0.08415425945390854,2.8701793040706898,0.0041023909792894065,0.03204662918061373
ENSG00000005020,755.6866473093365,0.21654619945444661,0.20577763216958345,1.05233108754983,0.2926476734901073,0.5991891157794447
