gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00001,498.3809089444711,0.0029074034610782114,0.19391016907496256,0.01499355848611661,0.9880373193894288,0.9994940322403718
ENSG00002,456.4754827490384,-0.12673055735815944,0.19675755969836553,-0.6440949844694186,0.5195138425188921,0.8420640086450512
ENSG00003,458.99823621090707,-0.4282427437892618,0.20073882444938795,-2.13333292632305,0.032897425009974536,0.1870005360710536
ENSG00004,458.7245368528999,-7.430558575525684e-4,0.19911778915773917,-0.0037317401960702103,0.9970225090233291,0.9994940322403718
ENSG00005,489.23612202818396,-0.12437088639922193,0.20292222663320944,-0.6128992790130753,0.5399429400298028,0.8570510566442532
ENSG00006,2248.363243732156,3.0341892455462953,0.21527128067568235,14.094723810917737,4.092458056212889e-45,1.3371195701451377e-43
ENSG00007,518.3407272510958,0.1311150774443151,0.1889203062514199,0.6940232103468215,0.4876676532483128,0.8293823591076521
ENSG00008,513.4446547019916,-0.239349057496261,0.15745671997577967,-1.5200942680190352,0.12848728502248474,0.45112302224912715
ENSG00009,440.77982018770035,-0.21361545055521025,0.19812725377963325,-1.0781729745913893,0.28095657013153874,NA
ENSG00010,533.8742582089316,0.0435565787701847,0.17497691124965506,0.24892757826796172,0.8034168022438049,0.9405046204260881
ENSG00011,458.052984592331,-0.11729102067996489,0.22016426096711308,-0.5327432352768879,0.5942113329177307,0.876415147767374
ENSG00012,515.7482718959473,-0.21644495029348287,0.13590280221071205,-1.5926452344808413,0.11123979977706155,0.42010527897618305
ENSG00013,501.68992847694363,-0.18105930874732826,0.17842999318132305,-1.014735838516416,0.31023176564024546,0.6817371328171415
ENSG00014,1291.0053693703285,2.0782050709921123,0.17739822770404373,11.714914505567748,1.068990205055569e-31,1.8628144128838716e-30
ENSG00015,511.511919540976,0.19579779424604893,0.2124293669520321,0.9217077518771748,0.35668103601022677,0.7217996879260717
ENSG00016,521.8423987640593,0.03830477167177487,0.19173090305853152,0.1997840257398736,0.8416494950815796,0.9473590608513952
ENSG00017,436.17550857000725,-0.22360805892986582,0.17367529805978976,-1.2875064066559778,0.19791783801327367,NA
ENSG00018,479.4435252318068,-0.06479459088047065,0.16238646087802447,-0.3990147363895115,0.6898823460153036,0.9163195731402285
